date,ASupersharij,legitimniy,rezident_ua,montyan2,first_political,Novoeizdanie,ZeRada1,ghost_of_novorossia,spletnicca,OlgaSharij,ZE_kartel,nabludatels,MediaKiller2021,skosoi,Media_Post_UA,skeptik_21,krioggen,sheptoon,za_grany,nach_shtabu,truexanewsua,u_now,UAonlii,insiderUKR,voynareal,4kAkN49IKJBhZDk6,oko_xx,U3r_kPBc7PpgiYP7,UkraineNow,TVbmPYPLV_f00SF3
2022-01-21,282718,228789,172598,,419536,31771.0,76924,2297.0,55794,66926,56124,72932,52195,58478,149350,78530.0,83668,56212.0,144431,42248,182511.0,506250,309533.0,249150,207404.0,358407,434254.0,222821,490086,78008.0
2022-01-22,282851,228677,172738,,416605,31793.0,76885,2301.0,55758,67164,55773,72714,52050,58188,148626,77605.0,83328,56156.0,143629,42120,182669.0,509428,308966.0,248774,207190.0,357607,460512.0,222224,490051,77863.0
2022-01-23,283018,228537,172801,,415326,31807.0,76975,2304.0,55744,67226,55489,72528,51907,58053,149330,77069.0,83109,56653.0,144409,41990,182707.0,508140,314091.0,249161,206938.0,356767,458436.0,227163,489932,77664.0
2022-01-24,283511,228626,172887,,414699,31853.0,77251,2306.0,55710,67247,55333,72419,51837,57980,149594,76503.0,82893,56717.0,144609,41881,182826.0,507864,314396.0,252256,207085.0,355997,462897.0,229845,489882,77484.0
2022-01-25,283647,228424,172826,,416483,32129.0,77350,2310.0,55696,67291,55730,72322,51942,57745,150312,75721.0,82448,56870.0,146190,41887,183172.0,507316,313751.0,252656,207249.0,357075,474409.0,229352,489815,77283.0
2022-01-26,283807,228444,172674,,417912,32190.0,77315,2325.0,55659,67353,55648,72274,51880,57677,149908,75368.0,82343,56828.0,148012,41911,183435.0,506261,312914.0,252477,209171.0,358632,470756.0,228407,489637,77053.0
2022-01-27,284071,228672,172599,,419657,32411.0,77368,2327.0,55853,68016,55753,72209,51951,58003,147375,74679.0,82492,56836.0,148851,43197,184118.0,507242,312475.0,252213,210878.0,359413,494645.0,227405,489694,76837.0
2022-01-28,284134,228410,172483,,414182,32493.0,77315,2328.0,55764,69384,55363,72094,51967,57738,143396,73366.0,82009,56762.0,145285,43325,184266.0,507230,311873.0,251661,211812.0,358953,500744.0,226568,489634,76611.0
2022-01-29,284220,228132,172676,,413434,32524.0,77283,2381.0,55708,70392,56150,72519,52167,59782,141221,73311.0,81679,56736.0,143492,43297,184462.0,516279,311313.0,251387,214925.0,358170,500304.0,225754,489495,76387.0
2022-01-30,284277,227687,172248,,410369,32620.0,77330,2384.0,55740,70378,55965,72430,52005,59594,139016,71610.0,81021,56710.0,141576,43275,184586.0,520705,310662.0,252932,215467.0,357332,500036.0,224886,489328,76183.0
2022-01-31,284384,227171,172353,,413311,32751.0,77359,2377.0,55711,70350,55628,72274,52665,59454,135344,68675.0,80481,56652.0,138149,43274,184463.0,520120,309910.0,252480,215386.0,356505,501098.0,224025,489073,75953.0
2022-02-01,284518,227652,172462,,412324,32754.0,77389,2378.0,55845,70335,56494,72604,52563,59898,126899,69343.0,80606,56578.0,129851,43308,186164.0,518417,309136.0,251859,215323.0,360987,500816.0,223207,488834,75946.0
2022-02-02,284458,228248,172481,,421443,32959.0,77406,2381.0,55987,70303,56335,72516,52616,59564,125160,67931.0,79994,56542.0,130235,43283,186197.0,516719,308430.0,251294,215047.0,359734,500514.0,222470,488632,75830.0
2022-02-03,284422,228019,172256,,431026,32999.0,77476,2383.0,55983,70274,57266,73285,52627,59460,123897,70791.0,79675,56528.0,131900,43263,186168.0,516112,307782.0,250776,214751.0,358696,498326.0,221770,488506,75627.0
2022-02-04,284582,227884,172348,,430633,33026.0,77438,2392.0,56083,70236,57088,73383,52542,59343,121125,69310.0,79000,56535.0,129154,43237,186288.0,515441,307070.0,250328,214921.0,357826,496341.0,221059,488350,75477.0
2022-02-05,284673,227460,172502,,429315,33042.0,77409,2391.0,56043,70187,56913,73263,52453,59250,117453,67989.0,78424,56514.0,125477,43209,186475.0,514699,306454.0,249837,214987.0,356946,495884.0,220448,488170,75287.0
2022-02-06,284797,227787,172251,,425869,33052.0,77656,2400.0,56143,70145,56736,73159,52329,59113,114629,68633.0,77826,56495.0,123773,43182,186505.0,514086,306003.0,249379,214737.0,356160,500883.0,219772,487974,75044.0
2022-02-07,285238,227536,172019,,427407,33246.0,77887,2404.0,56137,70127,56589,73057,52194,58994,112452,67271.0,77257,56437.0,121579,43182,,513419,305418.0,248816,214557.0,358457,520893.0,219078,487781,74844.0
2022-02-08,285625,227636,172546,,430607,33354.0,77845,2425.0,56103,70149,56528,72937,52070,58969,109337,66707.0,76562,56447.0,120510,43169,,514598,304785.0,248373,214556.0,360496,521656.0,218237,487546,75239.0
2022-02-09,285656,226944,172480,,432007,33410.0,77852,2418.0,56276,70136,56410,72813,51959,59071,107263,65577.0,76009,56463.0,118435,43114,,519861,304096.0,247892,214580.0,359331,519626.0,217512,487219,75546.0
2022-02-10,285733,227068,172519,,438476,33474.0,77877,2417.0,56273,70104,56576,72699,52324,59023,104889,64088.0,75787,56422.0,116366,43061,,521747,303474.0,247383,214322.0,358296,517276.0,216808,486922,76860.0
2022-02-11,285794,227662,172560,,439806,33579.0,78503,2418.0,56964,70077,57274,73323,53848,59289,103960,63671.0,76194,56369.0,116621,43034,188498.0,521075,303060.0,246966,214293.0,357423,515446.0,216297,486635,78625.0
2022-02-12,286084,227800,172583,,439857,33661.0,78874,2433.0,57378,70107,57917,73592,55142,59627,103156,63612.0,76208,56615.0,116983,43033,188519.0,527336,303476.0,246663,230803.0,356593,513699.0,215829,486299,80657.0
2022-02-13,287357,227398,172704,,440713,33773.0,79021,2453.0,57526,70126,58050,73461,55791,59718,101430,63322.0,75739,56652.0,116546,43070,188615.0,529373,304899.0,246984,246830.0,359927,512236.0,215396,486003,84009.0
2022-02-14,287978,229116,172709,,440170,34025.0,79107,2465.0,57662,70160,58115,73404,56369,59782,100265,62712.0,75505,56645.0,115702,43113,188852.0,538097,308910.0,247338,251477.0,371564,510865.0,214925,485696,89166.0
2022-02-15,288589,230338,172697,,440185,34161.0,79333,2473.0,57792,70168,58417,73625,56734,59848,99254,61908.0,75226,56692.0,114684,43143,188988.0,540203,310716.0,247931,259926.0,374822,509325.0,214497,485357,92427.0
2022-02-16,289177,231659,172605,,439709,34239.0,79554,2475.0,57999,70226,58574,73704,56979,59942,98090,60989.0,74772,56695.0,113514,43153,188949.0,545023,310750.0,247846,258918.0,375522,507950.0,213894,484993,95744.0
2022-02-17,289458,231499,172812,,438143,34294.0,79572,2539.0,57955,70224,58561,73564,56943,59876,96901,61031.0,74193,56644.0,112509,43176,189055.0,543914,311179.0,251645,261621.0,374801,505889.0,213300,484597,97430.0
2022-02-18,290202,231541,174182,,435557,34463.0,79790,2647.0,58135,70322,58659,73678,57100,60429,94894,62818.0,73718,56659.0,112529,43209,189101.0,546662,313882.0,252905,268478.0,374608,505077.0,212786,484167,99541.0
2022-02-19,291015,231516,175237,,440659,34820.0,79937,2865.0,58199,70369,58367,73638,57185,60537,89727,62822.0,72960,56799.0,108301,43252,189155.0,548540,317576.0,255820,281411.0,374929,503970.0,212154,483777,103547.0
2022-02-20,291496,232768,176611,,442723,34891.0,79915,3004.0,58184,70380,58263,73573,58501,60588,88847,62967.0,72404,56710.0,108526,43268,189189.0,550818,321022.0,261324,286064.0,374790,502922.0,224893,483395,106952.0
2022-02-21,294201,236188,177741,,443818,35193.0,80147,3104.0,58668,70524,58236,73643,59607,60562,87915,62674.0,71805,56610.0,109610,43259,190189.0,552785,328324.0,265222,296839.0,376575,503284.0,225839,482875,105596.0
2022-02-22,297338,239606,178158,,449238,35734.0,80632,3277.0,59074,70851,58429,73814,60705,60613,87678,62603.0,71920,56760.0,110174,43303,190908.0,560260,339832.0,275860,314665.0,409977,510900.0,226015,482145,114780.0
2022-02-23,298503,241935,178444,,451286,36202.0,80835,3540.0,59201,70949,59857,73797,61127,60579,86952,62569.0,72696,56790.0,108831,43396,192690.0,566251,348168.0,285920,323072.0,420906,514658.0,225081,498973,117060.0
2022-02-24,336913,258509,185490,,458723,230325.0,113460,5198.0,89616,76598,62393,74759,61288,60866,87052,63779.0,73172,56617.0,108287,48785,233180.0,711785,543662.0,398126,483992.0,495708,572224.0,225937,722085,155044.0
2022-02-25,360890,271779,187958,,459581,350219.0,113702,6160.0,89744,80370,64242,77140,61516,61213,87030,66226.0,73480,56689.0,107441,51289,296538.0,835949,676713.0,506539,587579.0,584634,638716.0,234516,792985,193018.0
2022-02-26,384057,276361,191715,,463506,402703.0,113511,8122.0,87555,81812,64180,77548,61972,61395,86550,66588.0,73856,56542.0,106874,53669,359302.0,936537,774628.0,574806,676024.0,648910,697454.0,238416,866703,210895.0
2022-02-27,400618,280500,195892,,463395,431451.0,113326,9414.0,85363,84389,63705,78826,61977,61221,85895,66526.0,74282,56226.0,106396,54883,422054.0,1013746,845395.0,618323,751616.0,692495,747730.0,239289,935462,218897.0
2022-02-28,405725,283286,198329,1.0,465933,441399.0,107969,10249.0,83423,84279,64014,80046,62597,61265,85088,66058.0,74509,55945.0,105613,55612,494193.0,1064663,877896.0,645228,789537.0,718818,772695.0,240506,970431,223911.0
2022-03-01,407612,286045,199725,,464362,441727.0,106455,12259.0,82872,84685,65000,81675,62623,61092,84199,65560.0,74566,55673.0,104767,56469,566592.0,1092812,905033.0,662419,810938.0,741467,793953.0,241396,1005509,242240.0
2022-03-02,414523,294164,200605,50352.0,462757,439806.0,105943,16010.0,83006,84559,64755,82565,62737,60959,83206,65107.0,73885,54785.0,103843,53046,612043.0,1115892,926978.0,675626,821204.0,759893,809494.0,241440,1038628,258231.0
2022-03-03,415601,297839,204572,64011.0,462707,437307.0,106638,17129.0,83473,84795,64904,83607,63011,60816,82575,64953.0,73537,54386.0,103427,52715,645693.0,1138430,939599.0,682139,823369.0,769795,819638.0,241365,1054149,267713.0
2022-03-04,414191,297816,205883,73843.0,464204,436050.0,107239,18611.0,83443,84711,64818,83793,63112,60563,81756,64501.0,72969,54275.0,100483,52465,659299.0,1151638,949171.0,689438,824691.0,772256,,241092,1065095,275109.0
2022-03-05,423047,298503,206679,78939.0,463218,435675.0,107831,21124.0,82664,85936,64721,83924,63130,60494,80909,63686.0,72598,54055.0,99571,52363,679845.0,1165837,955954.0,695332,826389.0,770947,,240769,1073358,304284.0
2022-03-06,428485,300523,208575,83597.0,462206,435114.0,108394,22176.0,82123,86830,65181,84184,63157,61071,80037,63381.0,72733,53991.0,99232,52308,712057.0,1173423,962712.0,699804,829196.0,769381,,240192,1094165,333707.0
2022-03-07,438190,303592,209093,87724.0,460737,432681.0,108359,22537.0,81354,87288,65420,84160,63143,60931,79215,63124.0,72497,53843.0,98808,52323,739448.0,1179464,967228.0,703155,831643.0,768223,,239636,1100714,351274.0
2022-03-08,439924,304718,209728,90936.0,459319,431071.0,108330,22868.0,80938,87363,65417,84036,63338,61028,78116,62798.0,72281,53893.0,98357,52248,750369.0,1183779,969777.0,705117,832159.0,766647,,239054,1102704,358928.0
2022-03-09,441664,304949,210475,97237.0,461295,429200.0,107673,26369.0,80408,87342,65282,83909,63287,60795,76789,62408.0,72102,53739.0,97819,52184,764532.0,1184665,972229.0,706595,833863.0,768988,,238334,1103259,359385.0
2022-03-10,443437,305405,210661,100413.0,463636,427555.0,107577,26981.0,80383,87873,65233,83711,64681,60519,76087,62116.0,71844,53661.0,97806,52041,775956.0,1186574,973290.0,708784,833811.0,767264,,237558,1103467,357477.0
2022-03-11,444994,306030,211076,106986.0,467622,427437.0,108776,27153.0,79745,89090,65379,83641,64846,61822,75631,61913.0,71824,53755.0,97687,51978,784038.0,1192070,975832.0,712301,833304.0,767660,,237496,1110840,360264.0
2022-03-12,450090,306928,217311,120134.0,475410,426737.0,111823,27498.0,80595,89383,65487,83681,65087,61980,75134,61716.0,72331,53761.0,97407,51850,793544.0,1195509,977908.0,714587,834077.0,768256,,237194,1136310,372313.0
2022-03-13,450658,308290,224066,126626.0,474468,426234.0,113912,27698.0,80893,89340,65539,83616,65435,61800,74701,61661.0,72133,53691.0,97085,51824,808346.0,1203764,981857.0,718003,835170.0,771136,,325267,1145801,385394.0
2022-03-14,451559,310232,232627,130498.0,472360,426027.0,114787,27913.0,80946,88860,65982,84157,65361,62466,75241,62434.0,72185,53633.0,97798,51754,823318.0,1206774,985493.0,719760,834853.0,788279,902604.0,376126,1157992,407527.0
2022-03-15,451791,316223,246882,133124.0,469019,425538.0,117413,28027.0,82243,88429,67353,86069,65425,64218,77014,64452.0,71989,53481.0,100015,51667,839668.0,1210075,987097.0,721050,834491.0,801826,906600.0,386037,1163015,416862.0
2022-03-16,450300,320335,258999,135774.0,481768,425594.0,119375,28049.0,84761,88140,68747,87905,65269,65952,79249,66288.0,71863,53345.0,102053,51571,852315.0,1214311,988845.0,723409,834343.0,812543,906639.0,422696,1166505,436507.0
2022-03-17,451113,322181,261329,140407.0,484553,429715.0,119364,28249.0,85783,88093,70240,89767,66132,67680,79858,66159.0,71638,53618.0,101525,51459,862832.0,1215616,989777.0,725063,839815.0,810658,966830.0,446515,1168991,443579.0
2022-03-18,451265,323153,263243,148077.0,482474,428416.0,120318,28375.0,85896,87958,70688,90033,67542,67766,78007,66063.0,71508,53505.0,99639,51413,876560.0,1215562,991105.0,725771,846543.0,812713,1001466.0,456653,1170032,450810.0
2022-03-19,450875,323263,265847,154280.0,481908,427472.0,121098,29197.0,85712,87619,71510,90108,69434,67468,78047,65984.0,71447,53609.0,99418,51438,888874.0,1217420,991018.0,726094,852232.0,812128,1001047.0,458260,1172314,452674.0
2022-03-20,453847,323922,269139,159390.0,481220,426511.0,122623,29552.0,85693,87489,72609,90606,71194,69402,77820,65816.0,71440,53483.0,99154,51414,899137.0,1218424,990413.0,728484,853918.0,811792,1002779.0,451765,1173163,450599.0
2022-03-21,455832,326831,272830,165047.0,480935,426392.0,122643,29566.0,86883,87559,76225,93435,73500,69381,79819,68244.0,73576,53453.0,101165,51376,913908.0,1219412,990540.0,728687,853149.0,812282,1005293.0,457426,1176184,454648.0
2022-03-22,454534,330474,276923,170375.0,480097,426020.0,125420,29693.0,89549,87431,77580,95028,75757,70319,80605,69261.0,74560,53148.0,101968,51221,926592.0,1219674,990302.0,729912,851703.0,812503,1006078.0,489968,1180475,453163.0
2022-03-23,454391,331364,278236,176642.0,479313,426145.0,125754,29822.0,90545,87259,78413,94973,75755,70059,80264,69144.0,74497,52892.0,101657,51168,933615.0,1246055,988848.0,729887,850581.0,811438,1005458.0,491874,1180699,449626.0
2022-03-24,458259,331713,278668,181911.0,478653,425143.0,127610,30478.0,90636,87092,78433,94840,75632,69892,79957,68971.0,74336,52744.0,101346,51019,955143.0,1247531,987747.0,730066,849148.0,810499,1006403.0,501102,1179554,458246.0
2022-03-25,472103,331665,278780,185120.0,480506,425477.0,128985,30925.0,90367,90608,79504,94730,75306,70626,79649,68939.0,74964,52637.0,101248,50956,966124.0,1250863,987219.0,730505,847788.0,810720,1008310.0,509369,1179767,468662.0
2022-03-26,475418,331219,278158,189562.0,483615,426133.0,129282,31583.0,90541,91846,80922,94632,75059,71926,79158,69125.0,75995,52524.0,101376,50896,980936.0,1255766,988556.0,732259,850715.0,813319,1008588.0,515071,1182295,472745.0
2022-03-27,480746,332738,277890,194374.0,485834,426924.0,130681,32944.0,90999,91924,80847,95015,74844,74015,78782,69030.0,75901,52462.0,101139,50791,992027.0,1259742,996657.0,733763,850092.0,818857,1008510.0,532111,1187399,487078.0
2022-03-28,488512,333219,278684,202159.0,484616,425430.0,131101,33262.0,91604,91642,80975,95637,75543,74470,79034,68954.0,75820,52406.0,100971,51041,995615.0,1263748,995431.0,733653,848250.0,819051,1006702.0,561932,1187803,511006.0
2022-03-29,494851,333673,283479,210936.0,484160,424047.0,131340,33914.0,91846,91736,81239,95289,75458,74472,78853,68870.0,75724,52359.0,100780,50948,1010513.0,1270153,995149.0,735391,846977.0,825469,1006047.0,599053,1188431,539573.0
2022-03-30,494634,333908,283581,217719.0,483697,422393.0,131928,34015.0,92039,91399,81307,94490,75250,74337,78585,68788.0,75598,52262.0,100578,50877,1028742.0,1274637,994214.0,735054,854624.0,824514,1004350.0,616944,1188070,541878.0
2022-03-31,502913,336367,288443,227955.0,488623,420610.0,135134,36485.0,94379,91572,87702,99124,76915,74194,80313,70847.0,75819,,102391,50768,1045152.0,1278117,992617.0,735396,854638.0,834886,1002939.0,624937,1187679,553534.0
2022-04-01,505220,336854,288607,231284.0,487348,419057.0,135202,41225.0,94982,91338,87801,98313,75766,74205,80002,70757.0,75724,,102262,50499,1051601.0,1281161,991191.0,735863,853683.0,844341,1001758.0,641165,1186192,550341.0
2022-04-02,504008,338151,290160,237111.0,487289,418107.0,137231,45965.0,95302,90999,87985,98821,76016,74108,81226,70685.0,75675,,102046,50198,1063975.0,1287371,992290.0,736748,853088.0,843189,1001111.0,644164,1185881,544024.0
2022-04-03,504725,338831,290783,246538.0,486001,416976.0,138803,58186.0,95282,90335,88870,97993,75235,74099,81179,70623.0,75602,51566.0,102122,49903,1091814.0,1299996,992596.0,739478,852609.0,847292,1006309.0,638283,1187432,538264.0
2022-04-04,505388,342722,292369,254165.0,484577,414065.0,138715,106310.0,95123,90025,91525,97254,74712,74010,80909,70519.0,75447,51529.0,102700,49459,1106035.0,1308998,991863.0,739794,856571.0,848622,1005949.0,653629,1187126,539774.0
2022-04-05,504650,346837,293402,263595.0,496541,411318.0,141028,113539.0,95186,89458,92902,97506,74914,73863,80830,70498.0,76496,51405.0,102527,49126,1118212.0,1313349,991161.0,739641,856409.0,862576,1004943.0,659556,1186111,547401.0
2022-04-06,505021,348161,295024,272302.0,503227,409485.0,143100,117413.0,96175,89113,92890,96656,76210,73714,83077,72537.0,77693,51367.0,103648,48734,1131435.0,1316118,989698.0,746057,854876.0,862832,1003561.0,655042,1184578,556550.0
2022-04-07,504512,347495,296392,277033.0,507692,409793.0,145017,118321.0,96980,89878,92959,95544,77526,73623,85365,74319.0,78645,51602.0,104525,48387,1140034.0,1317695,987660.0,769645,854005.0,872521,1003350.0,664582,1183061,552028.0
2022-04-08,506272,347043,296298,281528.0,513012,411324.0,146531,118717.0,97668,90102,93096,94867,78142,73420,85448,76364.0,80337,51778.0,105528,47997,1152020.0,1321143,,778783,853010.0,877026,1002523.0,664686,1181711,547182.0
2022-04-09,507584,349476,297495,288434.0,521249,413409.0,147743,119233.0,97660,90206,93020,98027,79431,73906,85175,77302.0,80868,51708.0,105862,47743,1164541.0,1328214,,787310,864233.0,883839,1001132.0,662439,1179965,542325.0
2022-04-10,508696,349027,297705,294952.0,518599,415070.0,148164,119369.0,98332,90248,93113,99357,77752,74169,84963,76962.0,79362,51594.0,103814,47397,1210779.0,1332424,,792104,864186.0,882779,1009151.0,652774,1178228,537624.0
2022-04-11,513013,354326,298854,298794.0,522168,415908.0,148313,119485.0,98578,90310,94119,100713,78589,74114,85708,77379.0,79253,51443.0,104498,47123,1230512.0,1334619,,797153,862934.0,881218,1007944.0,646954,1176313,533811.0
2022-04-12,521696,358745,300955,303903.0,520431,416496.0,157708,119767.0,98518,90554,94078,101236,78820,73988,85498,77355.0,79159,51331.0,104311,46765,1242584.0,1337480,,831312,866030.0,887898,1006821.0,662661,1174569,530266.0
2022-04-13,526742,364834,304537,309636.0,521539,416700.0,166458,120822.0,100003,91912,95286,101247,79173,73922,85355,77285.0,78179,51269.0,103992,49543,1252232.0,1339958,1058489.0,848064,865157.0,896555,1013718.0,687356,1172691,526897.0
2022-04-14,530441,388080,306469,316093.0,519322,417282.0,169169,123804.0,101982,92182,97412,102076,78831,73788,85180,77264.0,77518,51137.0,103780,49591,1266965.0,1346465,1065188.0,877854,882816.0,908702,1017679.0,694770,1171314,524075.0
2022-04-15,532612,388706,308214,322689.0,521080,417935.0,172440,123344.0,104121,92409,99281,102735,80382,74086,84683,77039.0,76842,51038.0,104282,49372,1295051.0,1352569,1070997.0,880290,890217.0,921207,1023264.0,703330,1170603,540048.0
2022-04-16,533084,389061,313050,329272.0,520104,418922.0,172533,123368.0,105758,92468,101633,103471,82148,74084,84560,76993.0,76875,50965.0,104030,49136,1310566.0,1363432,1085647.0,890025,897253.0,926485,1022467.0,741558,1168980,557212.0
2022-04-17,534082,390057,313376,334135.0,520951,419846.0,174897,123257.0,110441,92466,103340,103071,81932,74346,84300,76924.0,76871,50887.0,103788,48973,1323637.0,1382086,1094530.0,898593,897082.0,935767,1026939.0,756805,1166818,565358.0
2022-04-18,534425,405137,316395,337197.0,531864,420450.0,176743,124398.0,113929,92388,103493,103388,81443,74244,83890,76816.0,77043,50766.0,103299,48908,1374742.0,1417768,1095412.0,917111,913462.0,942551,1031095.0,767148,1165434,626342.0
2022-04-19,534603,406839,319477,340376.0,533274,420313.0,178642,125183.0,114691,92378,103459,102970,81035,75160,83556,76702.0,77109,50898.0,102848,48757,1399964.0,1429936,1105739.0,921745,922159.0,955001,1033024.0,779629,1163149,640848.0
2022-04-20,534667,407281,321310,343464.0,531623,419078.0,178186,125147.0,116000,93125,105335,102487,80875,75471,83286,76582.0,77247,50766.0,102561,48584,1421354.0,1434725,1107857.0,919687,924905.0,958959,1031815.0,795609,1160589,636006.0
2022-04-21,535612,407014,322735,345698.0,530346,418139.0,177495,125589.0,115922,93386,105375,104061,80756,75407,83006,76485.0,77266,50637.0,102292,48499,1446927.0,1443775,1103710.0,918805,927771.0,965787,1030684.0,794491,1158192,670620.0
2022-04-22,535483,409394,323729,348037.0,528894,416904.0,177081,126054.0,115697,93427,105455,103638,80638,75565,82777,76381.0,77182,50519.0,101975,48378,1482648.0,1444249,1104525.0,925453,925748.0,972919,1028651.0,792925,1155590,663387.0
2022-04-23,535775,416208,324739,352156.0,533888,416354.0,179792,126351.0,115459,93385,105492,103023,82391,75600,85761,78312.0,77078,50400.0,104849,48254,1504623.0,1451471,1101890.0,926640,930841.0,987695,1034755.0,799552,1153857,707309.0
2022-04-24,538153,424484,327969,361003.0,534933,415912.0,184138,126483.0,115790,93300,105367,102512,85090,75539,85512,78261.0,77016,50286.0,104548,48144,1517465.0,1462682,1105944.0,929943,934881.0,990954,1035898.0,810633,1153422,709325.0
2022-04-25,539101,435783,331752,364340.0,541853,415320.0,183280,126611.0,115419,93159,105424,101856,87753,75359,84093,78024.0,76817,50148.0,102395,48078,1545561.0,1468104,1104470.0,930519,939141.0,991136,1036433.0,800287,1152889,701985.0
2022-04-26,539484,436589,346068,366620.0,543594,414646.0,183101,126876.0,115022,92985,105257,101154,87957,75267,83898,77774.0,76796,50151.0,101661,48011,1559820.0,1471394,1100471.0,938448,940521.0,1008515,1037376.0,793901,1150634,697608.0
2022-04-27,539157,436795,368719,368378.0,542874,413418.0,182875,127514.0,116617,92832,105379,100843,87933,77593,83608,77637.0,76718,50659.0,101296,47956,1575982.0,1472444,1117237.0,938575,946890.0,1008751,1040303.0,815186,1148085,702774.0
2022-04-28,539795,437147,369039,369939.0,540709,412456.0,182719,127780.0,117019,92638,105835,100803,87514,78194,83005,76908.0,76518,51184.0,100657,47891,1593803.0,1484408,1126560.0,1034256,946614.0,1005133,1041513.0,812067,1146397,702221.0
2022-04-29,540090,443169,372905,373637.0,543428,411504.0,182662,128343.0,118302,92483,106987,100691,87106,79594,82439,75816.0,76384,51368.0,100079,47811,1615502.0,1486326,1125772.0,1055514,956617.0,1012831,1045038.0,802958,1144350,702495.0
2022-04-30,540027,446361,376190,377426.0,546012,410675.0,182091,131049.0,118419,92404,107092,100206,86953,80472,82189,75832.0,76234,51286.0,99599,47721,1637931.0,1491000,1123062.0,1048850,958406.0,1018391,1045043.0,796871,1142644,697313.0
2022-05-01,540152,448016,377044,380215.0,546454,410035.0,181405,131521.0,118299,92308,106897,99440,86925,80508,81640,75354.0,75971,51171.0,98601,47602,1648988.0,1496302,1119989.0,1043528,961261.0,1016295,1044511.0,805792,1140592,691298.0
2022-05-02,540697,505883,391365,383575.0,545479,409002.0,180847,132414.0,118926,92195,106975,99897,86709,80725,81306,74752.0,75808,51055.0,97913,47527,1654791.0,1497042,1138282.0,1038618,969677.0,1012985,1043009.0,799986,1138213,685845.0
2022-05-03,542519,513336,400454,385867.0,551490,407920.0,180563,132346.0,119365,91977,107248,100623,86468,80860,80782,74635.0,75788,51829.0,97344,47408,1690246.0,1504962,1137560.0,1033760,971076.0,1012905,1071020.0,801303,1136350,679969.0
2022-05-04,542522,515536,407965,387530.0,560812,406966.0,180991,131834.0,119362,91916,106457,99958,86432,80112,80479,74001.0,75726,51750.0,96874,47358,1715691.0,1509426,1134385.0,1178495,973170.0,1011867,1075455.0,798340,1134802,674849.0
2022-05-05,561525,515836,408005,389435.0,556638,406400.0,182572,131336.0,119821,126387,106222,100603,86365,79446,80058,73258.0,75556,51668.0,96098,47316,1731311.0,1509782,1130873.0,1171863,973771.0,1011542,1076616.0,800837,1132603,675257.0
2022-05-06,563653,518685,410908,395388.0,560105,405140.0,183727,131126.0,120259,127194,106733,100434,86748,79928,79701,73671.0,76067,51518.0,95902,47306,1745658.0,1511992,1127619.0,1168368,979438.0,1009431,1074659.0,818441,1130463,726242.0
2022-05-07,563389,525266,419475,399428.0,558431,404449.0,186944,131272.0,121392,126860,107573,100005,87394,81000,79325,74614.0,76959,51443.0,96027,47253,1763363.0,1519313,1125261.0,1164929,1007857.0,1009090,1072918.0,849492,1128670,720505.0
2022-05-08,563394,531189,426822,405757.0,557217,403921.0,189306,131146.0,122504,126546,109272,100704,87985,82560,78981,75491.0,77791,51317.0,96528,47253,1769797.0,1521961,1123040.0,1161526,1027010.0,1007828,1073182.0,867441,1126750,715202.0
2022-05-09,563715,531446,430278,414732.0,554917,405635.0,189364,134143.0,123719,126055,110651,100409,88827,83716,79032,75928.0,78283,51703.0,96572,47280,1775322.0,1530225,1120886.0,1158065,1026481.0,1009292,1072309.0,875481,1124749,712824.0
2022-05-10,565068,533860,435946,423496.0,561040,405165.0,189246,137095.0,123927,125729,111088,102633,89445,84019,78812,75062.0,78098,51613.0,94439,47248,1799443.0,1531368,1118213.0,1153645,1024320.0,1009121,1070340.0,877844,1122548,708935.0
2022-05-11,565283,535152,436280,436219.0,561659,404011.0,190346,137987.0,124640,125375,111087,102358,89361,83967,78855,75304.0,78837,51487.0,93820,47193,1808549.0,1535297,1115494.0,1153308,1021956.0,1007027,1069635.0,873065,1119977,705042.0
2022-05-12,561865,537661,439379,445255.0,566477,402914.0,191553,138124.0,124906,124839,112334,103257,89711,84671,78577,75658.0,79214,51370.0,93521,47150,1823388.0,1534527,1113024.0,1149566,1023668.0,1011067,1074101.0,865197,1118009,706884.0
2022-05-13,560404,554963,442569,451927.0,563204,401962.0,192240,138101.0,125589,124161,113224,103098,90694,85722,78219,76410.0,79949,51254.0,93527,47045,1829898.0,1536582,1110589.0,1146309,1025055.0,1008350,1072843.0,856428,1115661,704388.0
2022-05-14,559720,554923,444631,456591.0,559830,401147.0,192837,138525.0,126948,123737,114219,102874,91366,88218,77910,77031.0,80608,51112.0,93633,46986,1832168.0,1538164,1108246.0,1143338,1028272.0,1005866,1070547.0,848154,1113508,701714.0
2022-05-15,559149,555798,446348,459576.0,570439,401126.0,193760,139162.0,130010,122774,115950,105288,91607,89075,79513,78341.0,80890,50965.0,93824,46909,1839362.0,1540968,1106055.0,1140653,1032572.0,1019915,1068499.0,840649,1112005,700509.0
2022-05-16,559886,560664,451939,464885.0,575875,403707.0,195317,139584.0,133100,122088,116886,110227,91568,89035,80340,78567.0,80579,50867.0,98276,46884,1842614.0,1541082,1103558.0,1137684,1030768.0,1021534,1067263.0,832798,1109824,697255.0
