id,value,name
00185028,2581.0,robe_current
01111032,138.5,robe_current
01111581,104.95652173913044,robe_current
01111977,658.2941176470588,robe_current
01280527,691.0666666666667,robe_current
01981477,617.8666666666667,robe_current
01981498,1955.5,robe_current
01981508,812.0,robe_current
01981514,152.8,robe_current
01981738,67.0,robe_current
01982146,384.0,robe_current
01982212,63.0,robe_current
01982488,130.66666666666666,robe_current
01982525,38.75,robe_current
01982554,88.66666666666667,robe_current
01982591,67.0,robe_current
01982896,23.833333333333332,robe_current
01982904,93.3076923076923,robe_current
01982910,45.5,robe_current
01982927,54.0,robe_current
01982940,407.0,robe_current
01982985,12.0,robe_current
01982991,10.555555555555555,robe_current
01983068,2.0833333333333335,robe_current
01983134,135.0,robe_current
01983186,70.07692307692308,robe_current
01983594,52.0,robe_current
01983602,81.35,robe_current
01983683,21.9,robe_current
01983714,164.5,robe_current
01983720,19.0,robe_current
01983766,40.4375,robe_current
01983814,135.3,robe_current
01984174,68.0,robe_current
01984263,7.5,robe_current
01984613,396.6666666666667,robe_current
01984624,71.0,robe_current
01984636,51.3,robe_current
01984659,1.3513513513513513,robe_current
01985127,21.115384615384617,robe_current
01985423,147.3913043478261,robe_current
01985989,19.416666666666668,robe_current
01985995,71.72727272727273,robe_current
01986173,207.4,robe_current
01986233,22.452380952380953,robe_current
01986351,23.23076923076923,robe_current
01987273,210.77464788732394,robe_current
01987327,60.666666666666664,robe_current
01989160,54.5,robe_current
01989728,15.266666666666667,robe_current
01989881,2.5,robe_current
01990462,172.5,robe_current
01990648,437.0,robe_current
01990654,43.86666666666667,robe_current
01990660,417.5,robe_current
01990683,43.8,robe_current
01990756,38.22222222222222,robe_current
01990810,15.142857142857142,robe_current
01990884,57.0,robe_current
01991116,31.5,robe_current
01991180,250.0,robe_current
01991547,739.0,robe_current
01991576,217.44444444444446,robe_current
01991607,258.0,robe_current
01991613,806.2,robe_current
01991671,18.4,robe_current
01991731,306.53333333333336,robe_current
01991754,58.0,robe_current
01991783,80.0,robe_current
01991820,189.03030303030303,robe_current
01991872,103.51282051282051,robe_current
01991903,209.0909090909091,robe_current
01991955,202.21052631578948,robe_current
01991961,173.16,robe_current
01992015,34.0,robe_current
01992050,60.54838709677419,robe_current
01992506,321.0,robe_current
01992682,442.4,robe_current
01992831,415.625,robe_current
01992854,96.0,robe_current
01992914,169.66666666666666,robe_current
01993032,8.4,robe_current
01993291,33.0,robe_current
01993305,23.74848484848485,robe_current
01993322,122.97727272727273,robe_current
01993351,36.20454545454545,robe_current
01993428,224.0,robe_current
01993581,322.75,robe_current
01993612,111.0,robe_current
01993658,2776.0,robe_current
01993664,154.0,robe_current
01993776,166.76666666666668,robe_current
01994161,412.89473684210526,robe_current
01994184,10.0,robe_current
01994385,476.5,robe_current
01994416,260.5,robe_current
01994422,248.08333333333334,robe_current
01994497,60.1,robe_current
01994942,35.75,robe_current
01995143,446.0,robe_current
01996208,80.33333333333333,robe_current
01996326,70.91666666666667,robe_current
01996409,32.5,robe_current
01996504,129.0,robe_current
01996622,168.0,robe_current
01996668,115.33333333333333,robe_current
01996728,11.833333333333334,robe_current
01996958,319.0,robe_current
01997248,39.0,robe_current
01997633,115.66666666666667,robe_current
01997645,56.0,robe_current
01998035,260.2,robe_current
01998147,939.7575757575758,robe_current
01998161,3.0966666666666667,robe_current
01998288,163.33333333333334,robe_current
01998319,687.1666666666666,robe_current
01998390,259.075,robe_current
01998443,12.25,robe_current
01998489,215.03333333333333,robe_current
01998526,4.7272727272727275,robe_current
01998555,103.33333333333333,robe_current
01998638,38.0,robe_current
01998650,27.375,robe_current
01998696,11.0,robe_current
01998704,839.0,robe_current
01998851,65.9,robe_current
01998905,417.2857142857143,robe_current
01998957,169.0,robe_current
01998986,75.0,robe_current
01999023,13.529411764705882,robe_current
01999052,185.03333333333333,robe_current
01999218,161.33333333333334,robe_current
01999307,90.0,robe_current
01999342,139.44444444444446,robe_current
01999388,180.25,robe_current
01999402,298.0,robe_current
01999477,1380.5,robe_current
01999661,2610.5,robe_current
01999788,115.0,robe_current
01999796,21.333333333333332,robe_current
01999833,560.6666666666666,robe_current
01999842,55.0,robe_current
01999907,52.0,robe_current
02000010,26.14,robe_current
02000085,201.25,robe_current
02000105,47.148936170212764,robe_current
02000168,60.0,robe_current
02000228,173.66666666666666,robe_current
02000234,172.0,robe_current
02000300,28.25,robe_current
02000375,281.0,robe_current
02000493,749.0,robe_current
02000659,55.5625,robe_current
02000702,30.0,robe_current
02000961,199.3,robe_current
02001015,56.0,robe_current
02001185,89.25,robe_current
02001216,224.4,robe_current
02001297,193.25,robe_current
02001334,1282.0,robe_current
02001759,313.0,robe_current
02002380,204.78947368421052,robe_current
02002859,116.0,robe_current
02002990,16.0,robe_current
02003178,50.11538461538461,robe_current
02003570,336.84615384615387,robe_current
02003617,1931.0,robe_current
02003652,111.85714285714286,robe_current
02003770,20.0,robe_current
02003787,71.66666666666667,robe_current
02003793,215.6,robe_current
02003929,48.0,robe_current
02004025,33.958333333333336,robe_current
02004060,275.0,robe_current
02004083,72.15,robe_current
02004108,133.33333333333334,robe_current
02004189,145.13333333333333,robe_current
02004195,83.11111111111111,robe_current
02004309,3.4285714285714284,robe_current
02004404,4.0,robe_current
02004410,29.21276595744681,robe_current
02004479,11.882352941176471,robe_current
02004522,120.16666666666667,robe_current
02004746,307.0,robe_current
02004752,227.66666666666666,robe_current
02004806,237.0,robe_current
02004812,99.5,robe_current
02004829,21.789473684210527,robe_current
02004947,1691.5,robe_current
02004976,7132.5,robe_current
02005026,18.0,robe_current
02005036,20.0,robe_current
02005303,14.294117647058824,robe_current
02005349,27.333333333333332,robe_current
02005484,99.0,robe_current
02005674,98.0,robe_current
02005680,41.75,robe_current
02005697,29.0,robe_current
02005705,39.92805755395683,robe_current
02005711,76.2,robe_current
02005763,154.72,robe_current
02005778,38.5,robe_current
02005869,480.85714285714283,robe_current
02006076,17.0,robe_current
02006171,178.0,robe_current
02006320,475.0,robe_current
02006343,88.86363636363636,robe_current
02006389,62.0,robe_current
02007070,5.466666666666667,robe_current
02007532,325.6521739130435,robe_current
02007555,19.5,robe_current
02009637,295.2,robe_current
02124976,10.975308641975309,robe_current
02774119,656.2,robe_current
02774384,8.0,robe_current
03067009,94.0,robe_current
03293853,3.2,robe_current
03296202,191.66666666666666,robe_current
03319759,4020.6,robe_current
03398983,1878.0,robe_current
04528442,87.0,robe_current
04542985,202.4,robe_current
04592434,167.0,robe_current
05384318,13.384615384615385,robe_current
05401658,66.08888888888889,robe_current
05411245,97.0,robe_current
05415958,537.1428571428571,robe_current
05481004,553.8571428571429,robe_current
05481412,72.0,robe_current
05483078,405.6666666666667,robe_current
05484126,14.5,robe_current
05493065,186.875,robe_current
05498648,49.588235294117645,robe_current
05498683,345.97777777777776,robe_current
05498720,42.44230769230769,robe_current
05498789,7.2,robe_current
14233274,1105.2666666666667,robe_current
14242161,22.8,robe_current
14280960,20.4,robe_current
20498781,170.0625,robe_current
20761103,15.329113924050633,robe_current
20763289,7.0,robe_current
21008313,131.33333333333334,robe_current
21490652,96.46875,robe_current
22039058,43.0,robe_current
22579288,306.0,robe_current
22689195,14.785714285714286,robe_current
24687786,14.0,robe_current
24880520,190.0,robe_current
25539007,94.62,robe_current
25596594,84.80645161290323,robe_current
25680295,399.6666666666667,robe_current
25680355,237.0,robe_current
26083704,347.6,robe_current
26098930,80.0,robe_current
26137707,25.304347826086957,robe_current
26191575,65.0,robe_current
26285843,130.0,robe_current
26464978,36.0,robe_current
30212155,1896.9,robe_current
31338129,89.0,robe_current
31575286,59.0,robe_current
33850812,173.98333333333332,robe_current
34004453,3.6666666666666665,robe_current
35535544,68.75,robe_current
36205651,78.0,robe_current
36897937,10.0,robe_current
37271416,44.15555555555556,robe_current
37336064,253.25,robe_current
37624798,40.92857142857143,robe_current
37747995,178.5,robe_current
38367418,3.6666666666666665,robe_current
38732288,8.49056603773585,robe_current
39029713,83.11764705882354,robe_current
40365451,42.8,robe_current
40835473,5.0,robe_current
41025351,8.0,robe_current
41045137,155.0,robe_current
41318879,417.0,robe_current
41477873,78.5,robe_current
41736008,182.33333333333334,robe_current
41758238,82.47826086956522,robe_current
42435766,87.88888888888889,robe_current
42631325,282.8,robe_current
42751893,2877.0,robe_current
42789136,36.0,robe_current
42974427,56.25,robe_current
43188153,388.0,robe_current
43218512,29.0,robe_current
43288621,87.9,robe_current
43291042,287.0,robe_current
43334908,25.0,robe_current
43443474,101.57894736842105,robe_current
00185028,1554.1666666666667,respirator_ffp3_current
01111032,340.0,respirator_ffp3_current
01111121,34.166666666666664,respirator_ffp3_current
01111581,38.27272727272727,respirator_ffp3_current
01280527,205.375,respirator_ffp3_current
01981477,4.9,respirator_ffp3_current
01981508,463.3333333333333,respirator_ffp3_current
01981514,72.28,respirator_ffp3_current
01982146,9.0,respirator_ffp3_current
01982212,92.0,respirator_ffp3_current
01982488,3095.0,respirator_ffp3_current
01982502,17.0,respirator_ffp3_current
01982525,100.0,respirator_ffp3_current
01982554,1179.0,respirator_ffp3_current
01982591,350.75,respirator_ffp3_current
01982904,3.54,respirator_ffp3_current
